user_id,registered_at,order_id,created_at,amount_total_cents,brand_new,product_type,published_at
86631,2014-02-11 13:49:48.643,286616,2014-04-08 18:59:14.738,40950.0,0,effects-and-pedals,2014-04-08 18:33:35.506
102449,2014-03-05 20:31:15.719,319887,2014-07-12 22:04:56.568,385000.0,0,electric-guitars,2014-04-29 22:56:05.112
400507,2015-07-02 20:01:36.480,569034,2015-07-02 20:42:37.947,12200.0,0,effects-and-pedals,2014-03-25 16:58:09.453
31652,2013-10-17 01:11:25.965,254761,2013-10-19 04:18:12.074,8500.0,0,pro-audio,2013-10-07 17:16:55.966
551732,2015-12-06 19:15:42.266,780933,2015-12-06 19:20:48.855,25999.0,1,folk-instruments,2014-02-19 19:42:25.991
274482,2014-12-16 09:28:29.922,511875,2015-05-03 15:40:08.734,65000.0,1,electric-guitars,2014-03-19 06:22:00.884
328641,2015-03-15 01:21:20.598,468313,2015-03-15 02:13:48.815,12598.0,1,effects-and-pedals,2014-04-09 23:50:27.331
21506,2013-05-09 01:21:10.252,270048,2014-02-06 06:28:20.885,132500.0,0,electric-guitars,2014-02-06 01:08:19.087
29526,2013-09-22 08:23:10.462,279645,2014-03-17 23:48:04.079,155000.0,0,electric-guitars,2014-03-11 22:34:32.907
203734,2014-08-10 16:47:52.982,331727,2014-08-12 15:58:48.485,7500.0,1,parts,2014-02-19 19:37:50.896
420294,2015-07-25 15:24:49.856,1210140,2016-07-08 14:32:22.473,32500.0,0,electric-guitars,2014-02-23 23:36:02.215
55105,2013-12-19 21:17:11.520,260857,2013-12-19 21:24:44.066,52000.0,0,electric-guitars,2013-12-01 06:17:13.713
217077,2014-09-09 18:46:52.132,344647,2014-09-09 18:49:08.857,20500.0,0,effects-and-pedals,2014-04-23 00:28:34.271
59153,2014-01-01 18:03:19.694,510333,2015-05-01 16:25:49.993,22300.0,1,effects-and-pedals,2014-05-03 23:13:05.079
13035,2013-03-02 15:04:42.441,259919,2013-12-14 01:24:18.787,4500.0,0,effects-and-pedals,2013-11-29 19:08:18.779
2316,2013-02-08 01:32:39.511,330881,2014-08-10 16:56:34.686,6188.0,1,parts,2014-05-17 22:33:00.488
75588,2014-01-29 19:58:00.175,302721,2014-05-23 20:28:43.267,23495.0,0,effects-and-pedals,2014-05-08 20:12:25.621
30227,2013-09-30 20:23:55.052,305667,2014-06-02 06:00:03.298,540000.0,0,electric-guitars,2014-04-21 23:23:28.905
29888,2013-09-26 17:08:17.080,293568,2014-04-30 12:41:20.303,11500.0,0,effects-and-pedals,2014-04-21 02:24:51.864
27262,2013-08-26 03:49:42.113,267849,2014-01-28 03:51:59.331,9495.0,0,effects-and-pedals,2013-12-15 01:52:32.307
105525,2014-03-11 02:21:50.556,364610,2014-10-20 00:53:24.376,23000.0,0,bass-guitars,2014-04-13 13:39:20.185
90346,2014-02-17 18:31:04.583,297364,2014-05-09 20:48:59.000,124500.0,0,amps,2014-03-31 22:51:28.207
101816,2014-03-04 21:05:11.848,373371,2014-11-06 05:28:34.239,4499.0,1,effects-and-pedals,2014-02-22 00:20:59.651
88307,2014-02-13 22:36:11.020,286772,2014-04-09 02:52:05.224,26500.0,0,effects-and-pedals,2014-04-02 02:44:14.930
135658,2014-04-09 22:01:10.330,301300,2014-05-19 22:41:54.341,5000.0,0,effects-and-pedals,2014-05-18 18:05:53.726
162216,2014-05-20 12:32:49.610,301702,2014-05-20 23:31:02.262,8900.0,0,acoustic-guitars,2014-05-20 19:33:29.395
159363,2014-05-13 22:18:02.183,331948,2014-08-12 23:25:21.102,4650.0,1,accessories,2014-01-30 03:40:18.106
109337,2014-03-15 03:58:08.082,302089,2014-05-21 23:23:53.218,16500.0,0,pro-audio,2014-05-20 13:52:05.579
44208,2013-11-23 22:44:30.177,476977,2015-03-25 14:02:05.999,3095.0,1,other,2014-01-15 15:42:41.506
44208,2013-11-23 22:44:30.177,506582,2015-04-27 20:08:52.898,10500.0,1,other,2014-01-15 15:42:41.506
253373,2014-11-21 21:07:26.871,382918,2014-11-22 07:05:24.566,6195.0,1,effects-and-pedals,2014-05-23 17:54:54.933
242967,2014-11-09 16:21:26.997,590574,2015-07-24 13:38:49.993,3000.0,0,effects-and-pedals,2014-04-24 18:04:02.724
199798,2014-08-02 23:48:29.962,393601,2014-12-07 22:16:00.779,3576.0,1,accessories,2014-06-15 15:24:03.659
27592,2013-08-29 21:09:48.598,281140,2014-03-24 03:44:42.195,3150.0,0,effects-and-pedals,2014-03-24 00:08:45.316
44378,2013-11-24 16:48:01.413,317936,2014-07-06 16:19:11.815,522.0,1,effects-and-pedals,2014-05-30 22:55:56.365
52344,2013-12-14 17:14:51.592,305535,2014-06-01 19:15:52.659,522.0,1,effects-and-pedals,2014-05-30 22:55:56.365
30464,2013-10-03 06:46:55.573,335125,2014-08-19 19:54:16.249,47877.0,1,keyboards-and-synths,2014-05-20 19:21:13.020
204055,2014-08-11 13:00:21.649,335619,2014-08-20 20:45:58.273,11800.0,0,accessories,2014-06-07 18:23:37.197
129165,2014-04-02 14:28:48.215,289481,2014-04-17 15:57:02.342,72500.0,1,electric-guitars,2014-02-19 19:55:33.724
59651,2014-01-02 22:07:45.521,401823,2014-12-18 20:14:56.454,7000.0,0,pro-audio,2014-06-04 21:00:45.589
89999,2014-02-17 01:39:36.975,274375,2014-02-24 14:43:22.484,28000.0,1,effects-and-pedals,2014-02-20 06:32:14.289
32985,2013-10-29 03:54:59.004,292688,2014-04-29 00:21:36.801,60000.0,0,effects-and-pedals,2014-04-09 19:36:29.816
196339,2014-07-31 13:54:41.107,326654,2014-07-31 18:01:02.682,171500.0,0,electric-guitars,2014-03-03 16:13:04.494
95086,2014-02-23 18:16:44.530,409773,2014-12-31 18:40:29.309,15997.0,1,effects-and-pedals,2014-04-02 21:53:48.025
205100,2014-08-13 20:25:41.389,332413,2014-08-13 23:10:11.564,22500.0,0,amps,2014-06-24 07:00:21.458
14218,2013-03-08 23:44:15.791,291524,2014-04-25 02:49:18.280,10379.0,0,electric-guitars,2014-04-22 21:00:36.913
166987,2014-06-06 16:56:56.841,307203,2014-06-06 22:14:31.839,27899.0,1,electric-guitars,2014-03-10 20:56:19.756
305004,2015-02-06 23:25:06.362,437068,2015-02-06 23:48:54.117,89900.0,1,folk-instruments,2014-08-04 16:19:16.803
235657,2014-10-24 08:50:44.417,370372,2014-10-31 08:14:58.942,204500.0,0,electric-guitars,2014-08-10 20:59:55.767
101724,2014-03-04 18:43:11.765,387294,2014-11-29 14:20:39.712,27000.0,1,effects-and-pedals,2014-06-12 17:07:43.971
833451,2016-07-27 20:13:07.674,1251277,2016-07-27 20:14:51.163,2899.0,1,parts,2014-07-01 11:54:45.163
169161,2014-06-13 19:39:19.331,316333,2014-07-01 12:47:11.493,8000.0,0,electric-guitars,2014-07-01 00:40:03.058
148564,2014-04-28 17:58:03.745,314988,2014-06-27 13:33:34.633,15500.0,0,effects-and-pedals,2014-06-27 12:58:15.338
46542,2013-12-02 15:32:41.791,405197,2014-12-24 17:57:00.839,76500.0,0,electric-guitars,2014-06-26 14:16:07.328
165833,2014-06-03 00:42:01.967,305912,2014-06-03 00:43:01.800,5500.0,0,effects-and-pedals,2014-05-01 04:46:59.188
107985,2014-03-13 15:11:24.358,325995,2014-07-30 06:35:57.429,10000.0,0,effects-and-pedals,2014-07-10 08:14:47.537
22658,2013-06-08 19:37:06.332,382102,2014-11-20 22:55:30.873,10500.0,0,effects-and-pedals,2014-06-20 19:27:53.278
55713,2013-12-21 20:40:12.116,294900,2014-05-03 01:17:03.014,29500.0,0,effects-and-pedals,2014-04-29 03:34:50.650
118746,2014-03-24 22:52:57.253,295423,2014-05-04 18:24:05.768,7500.0,0,effects-and-pedals,2014-05-02 18:41:43.982
211681,2014-08-28 21:14:56.019,340225,2014-08-31 17:00:33.272,32500.0,0,amps,2014-07-01 18:06:15.768
69345,2014-01-17 15:51:18.261,327117,2014-08-01 16:21:12.234,8000.0,0,effects-and-pedals,2014-06-17 23:38:13.311
318361,2015-02-27 04:47:58.916,504131,2015-04-25 01:44:36.588,264500.0,0,electric-guitars,2014-07-23 21:56:12.790
169161,2014-06-13 19:39:19.331,315820,2014-06-29 23:58:50.975,78000.0,0,electric-guitars,2014-06-29 05:37:41.827
306662,2015-02-09 17:47:12.831,453315,2015-02-26 11:34:04.495,1200.0,1,accessories,2014-08-21 19:59:00.267
73821,2014-01-27 19:01:32.502,377985,2014-11-13 20:18:10.680,5200.0,0,effects-and-pedals,2014-11-08 14:16:09.450
40432,2013-11-14 23:12:17.987,326874,2014-08-01 02:02:43.298,13800.0,0,effects-and-pedals,2014-06-30 21:36:39.325
466012,2015-09-14 14:30:38.895,918895,2016-02-22 03:25:29.349,409.0,1,accessories,2014-07-01 11:55:59.572
285710,2015-01-05 06:00:34.642,416085,2015-01-10 01:28:02.232,5800.0,0,effects-and-pedals,2014-06-25 13:36:21.063
166987,2014-06-06 16:56:56.841,351749,2014-09-23 22:37:23.746,26500.0,0,bass-guitars,2014-06-02 22:25:18.276
28531,2013-09-11 04:43:30.862,317834,2014-07-06 04:16:50.438,6000.0,0,effects-and-pedals,2014-07-05 18:50:39.795
99924,2014-03-01 23:11:34.003,300884,2014-05-18 21:25:42.936,15000.0,0,effects-and-pedals,2014-05-18 08:49:07.041
52563,2013-12-15 06:12:10.244,338957,2014-08-28 19:18:31.162,64000.0,0,electric-guitars,2014-07-22 00:06:54.886
30464,2013-10-03 06:46:55.573,322647,2014-07-22 00:42:36.890,31000.0,0,keyboards-and-synths,2014-07-19 22:02:46.769
27262,2013-08-26 03:49:42.113,356734,2014-10-04 04:21:21.527,5600.0,0,effects-and-pedals,2014-10-04 04:14:04.632
30115,2013-09-29 04:54:15.461,458533,2015-03-04 03:37:11.861,285000.0,0,amps,2014-09-12 00:55:34.912
335787,2015-03-27 15:19:00.761,485777,2015-04-04 19:09:22.960,13700.0,1,accessories,2014-10-07 16:19:31.332
25166,2013-07-29 06:41:06.858,251538,2013-07-29 11:35:14.480,450000.0,0,electric-guitars,2013-02-18 23:59:59.000
165344,2014-06-01 01:07:57.916,587644,2015-07-21 16:13:31.032,225000.0,0,amps,2013-03-03 16:33:18.937
24876,2013-07-22 22:07:20.206,251405,2013-07-23 19:31:56.652,9000.0,0,effects-and-pedals,2013-04-22 21:48:56.961
836199,2016-07-29 23:29:00.104,1262488,2016-08-01 19:41:45.168,45045.0,1,drums-and-percussion,2013-07-13 00:00:00.000
44128,2013-11-23 18:03:15.787,258079,2013-12-05 11:02:51.939,12000.0,1,drums-and-percussion,2013-07-31 20:11:29.079
22954,2013-06-14 05:18:32.539,250689,2013-06-17 11:37:49.238,22500.0,0,acoustic-guitars,2012-12-14 02:06:22.548
23447,2013-06-25 13:50:05.722,251329,2013-07-19 18:10:46.994,31300.0,0,effects-and-pedals,2013-07-19 12:47:55.754
258,2013-01-03 22:12:47.628,250365,2013-06-01 00:31:45.696,101500.0,0,electric-guitars,2013-05-30 22:35:17.593
274482,2014-12-16 09:28:29.922,400095,2014-12-16 09:29:45.584,165500.0,0,electric-guitars,2013-08-07 20:26:13.242
39162,2013-11-10 19:52:22.250,256127,2013-11-11 01:09:18.480,70000.0,0,pro-audio,2013-07-10 16:05:55.414
79632,2014-02-02 18:58:59.720,269058,2014-02-02 18:58:59.768,10000.0,1,effects-and-pedals,2013-07-31 20:33:02.012
30000,2013-09-27 20:10:15.053,253632,2013-09-27 20:10:15.128,69500.0,1,amps,2013-08-20 17:22:25.352
73685,2014-01-27 05:44:04.324,267688,2014-01-27 05:44:04.353,35900.0,1,effects-and-pedals,2013-11-19 17:32:01.114
32076,2013-10-21 13:25:28.475,254874,2013-10-21 13:25:28.530,19000.0,0,electric-guitars,2013-10-09 17:38:26.049
61602,2014-01-06 20:40:20.891,263815,2014-01-06 20:40:20.933,20000.0,1,effects-and-pedals,2013-11-14 17:49:15.768
28957,2013-09-16 01:20:16.157,253131,2013-09-16 01:20:16.318,10500.0,0,pro-audio,2013-08-25 03:37:44.028
56343,2013-12-23 16:12:58.954,286582,2014-04-08 17:27:23.147,1787.0,1,parts,2013-12-03 19:58:54.919
56343,2013-12-23 16:12:58.954,281160,2014-03-24 07:17:44.583,1787.0,1,parts,2013-12-03 19:58:54.919
56343,2013-12-23 16:12:58.954,286579,2014-04-08 17:24:48.421,1787.0,1,parts,2013-12-03 19:58:54.919
56343,2013-12-23 16:12:58.954,281159,2014-03-24 07:17:01.419,1787.0,1,parts,2013-12-03 19:58:54.919
56343,2013-12-23 16:12:58.954,280796,2014-03-22 18:48:33.699,1787.0,1,parts,2013-12-03 19:58:54.919
56343,2013-12-23 16:12:58.954,280403,2014-03-20 23:03:55.328,1787.0,1,parts,2013-12-03 19:58:54.919
29152,2013-09-18 03:01:08.323,262344,2013-12-29 22:09:30.630,13500.0,0,parts,2013-12-15 19:45:11.216
14776,2013-03-10 18:01:33.535,537657,2015-06-01 16:21:57.783,20000.0,0,amps,2014-01-12 04:53:00.451
87384,2014-02-12 15:44:12.504,271674,2014-02-12 15:46:14.107,80000.0,0,electric-guitars,2014-02-04 03:36:52.742
41937,2013-11-16 17:40:00.317,262856,2014-01-02 19:41:31.226,5500.0,0,effects-and-pedals,2014-01-02 01:30:05.642
28169,2013-09-06 13:18:12.996,291474,2014-04-24 23:10:09.833,18900.0,1,effects-and-pedals,2014-01-01 01:29:43.851
101067,2014-03-03 19:18:40.890,280303,2014-03-20 16:58:32.370,10977.0,1,effects-and-pedals,2014-01-17 23:01:42.592
301487,2015-02-01 21:52:46.579,458247,2015-03-03 21:46:59.607,23000.0,1,effects-and-pedals,2013-11-14 17:52:35.381
108402,2014-03-14 00:58:35.434,365506,2014-10-21 17:25:21.461,68500.0,1,bass-guitars,2013-12-03 17:00:18.437
243415,2014-11-10 02:39:53.354,421472,2015-01-18 01:57:36.362,37000.0,1,drums-and-percussion,2013-07-25 15:16:20.448
354347,2015-04-22 13:34:41.551,601308,2015-08-03 19:45:03.460,2299.0,1,accessories,2013-08-06 21:06:05.419
102449,2014-03-05 20:31:15.719,277330,2014-03-08 06:50:40.704,450000.0,0,electric-guitars,2014-02-27 23:32:27.212
54183,2013-12-17 15:56:35.618,264690,2014-01-10 13:12:19.746,19000.0,0,effects-and-pedals,2014-01-10 05:28:12.110
208364,2014-08-20 05:03:59.026,694096,2015-10-15 01:02:53.744,21453.0,1,accessories,2014-02-09 04:09:49.652
90051,2014-02-17 03:25:58.434,274297,2014-02-24 03:10:14.663,4000.0,0,effects-and-pedals,2014-02-23 16:58:57.724
342733,2015-04-06 03:48:09.705,486887,2015-04-06 03:49:15.772,14999.0,1,effects-and-pedals,2014-02-22 00:59:45.159
85883,2014-02-10 16:08:24.169,324124,2014-07-25 21:51:04.414,39999.0,1,drums-and-percussion,2014-02-12 21:09:06.632
220064,2014-09-17 14:03:33.965,382237,2014-11-21 02:56:17.323,32500.0,0,effects-and-pedals,2014-02-21 22:08:39.052
135759,2014-04-10 00:34:38.241,287090,2014-04-10 00:34:38.276,40800.0,0,effects-and-pedals,2014-04-07 18:35:20.411
54104,2013-12-17 04:40:46.753,296265,2014-05-06 23:29:26.464,17500.0,0,effects-and-pedals,2014-04-26 12:21:37.134
68695,2014-01-16 04:40:45.197,277303,2014-03-08 03:12:52.597,5500.0,0,parts,2014-03-07 16:12:38.380
38236,2013-11-07 07:29:11.649,325195,2014-07-28 18:46:50.319,6099.0,0,effects-and-pedals,2014-02-03 21:23:16.351
52344,2013-12-14 17:14:51.592,303922,2014-05-27 20:56:48.572,5650.0,0,effects-and-pedals,2014-04-17 18:25:13.629
227493,2014-10-06 01:09:53.280,465536,2015-03-11 22:15:23.303,1695.0,1,effects-and-pedals,2014-02-12 18:38:56.821
86631,2014-02-11 13:49:48.643,384107,2014-11-24 15:15:34.896,1695.0,1,effects-and-pedals,2014-02-12 18:38:56.821
135768,2014-04-10 00:46:02.153,288469,2014-04-14 01:26:05.003,13295.0,1,effects-and-pedals,2014-02-25 21:19:07.219
110716,2014-03-17 12:13:59.008,280932,2014-03-23 06:44:27.150,5599.0,1,effects-and-pedals,2014-03-15 18:51:59.249
59153,2014-01-01 18:03:19.694,294332,2014-05-01 21:56:40.141,18900.0,0,effects-and-pedals,2014-05-01 20:59:59.000
72272,2014-01-23 18:58:07.083,278081,2014-03-11 16:59:05.339,100000.0,0,electric-guitars,2014-02-23 20:57:56.715
64033,2014-01-10 08:15:53.444,283059,2014-03-29 05:57:05.844,8500.0,0,pro-audio,2014-03-29 03:08:07.024
163345,2014-05-24 02:29:04.046,375149,2014-11-09 03:52:11.166,34500.0,0,effects-and-pedals,2014-04-07 02:18:34.433
32985,2013-10-29 03:54:59.004,294671,2014-05-02 16:41:45.935,13000.0,0,effects-and-pedals,2014-04-29 14:23:54.293
74082,2014-01-28 07:46:25.058,335309,2014-08-20 03:30:56.142,290000.0,0,keyboards-and-synths,2014-04-22 02:24:25.352
145936,2014-04-24 17:49:57.756,300098,2014-05-16 22:41:28.247,9300.0,0,effects-and-pedals,2014-05-14 16:28:44.245
68306,2014-01-15 16:48:28.278,267349,2014-01-24 21:46:23.822,45000.0,0,electric-guitars,2014-01-19 00:39:12.356
73777,2014-01-27 16:34:49.632,305812,2014-06-02 19:24:38.302,12000.0,1,effects-and-pedals,2014-04-22 04:22:20.276
163691,2014-05-25 15:52:42.151,303188,2014-05-25 15:53:17.127,9900.0,1,effects-and-pedals,2014-05-20 18:44:57.616
26894,2013-08-20 19:30:20.516,301877,2014-05-21 12:33:46.625,9900.0,1,effects-and-pedals,2014-05-20 18:44:57.616
275681,2014-12-18 04:28:02.194,403605,2014-12-21 20:18:05.410,500000.0,0,electric-guitars,2013-12-02 00:27:21.276
163172,2014-05-23 12:55:10.299,311838,2014-06-19 16:52:24.026,8300.0,0,effects-and-pedals,2014-05-24 19:11:37.642
90128,2014-02-17 06:19:25.113,282925,2014-03-28 22:20:36.186,5500.0,0,effects-and-pedals,2014-03-01 06:26:42.237
21506,2013-05-09 01:21:10.252,281396,2014-03-25 00:23:53.289,10000.0,1,effects-and-pedals,2014-03-21 23:51:50.023
222422,2014-09-22 16:08:53.209,653966,2015-09-13 01:33:34.649,27600.0,1,pro-audio,2014-04-22 20:52:59.461
23272,2013-06-21 03:02:38.052,274111,2014-02-23 03:42:44.807,14000.0,0,effects-and-pedals,2014-02-13 19:34:22.316
160767,2014-05-16 03:09:13.954,299769,2014-05-16 03:09:13.990,8000.0,0,effects-and-pedals,2014-05-15 05:44:54.609
99924,2014-03-01 23:11:34.003,291605,2014-04-25 14:16:11.304,14500.0,0,effects-and-pedals,2014-04-20 12:41:36.276
41937,2013-11-16 17:40:00.317,291637,2014-04-25 16:10:41.668,16250.0,0,effects-and-pedals,2013-12-17 18:20:14.145
88307,2014-02-13 22:36:11.020,272045,2014-02-13 22:36:11.063,15900.0,0,effects-and-pedals,2014-02-09 08:22:33.049
163172,2014-05-23 12:55:10.299,315136,2014-06-27 20:19:40.292,11500.0,0,effects-and-pedals,2014-05-09 19:11:36.203
163172,2014-05-23 12:55:10.299,316231,2014-07-01 02:47:31.627,8800.0,1,effects-and-pedals,2014-05-05 13:46:22.785
104473,2014-03-09 16:32:32.795,281806,2014-03-26 01:52:48.723,53329.0,0,electric-guitars,2014-02-24 19:27:47.718
217615,2014-09-11 01:13:08.607,349917,2014-09-19 22:13:55.609,8694.0,1,effects-and-pedals,2014-05-21 17:47:03.328
69345,2014-01-17 15:51:18.261,323201,2014-07-23 16:03:42.713,8400.0,0,effects-and-pedals,2014-07-02 12:54:32.310
49992,2013-12-07 18:20:29.400,336329,2014-08-22 13:07:07.750,23500.0,1,drums-and-percussion,2014-03-26 21:22:42.335
160682,2014-05-16 01:01:59.537,299748,2014-05-16 02:10:49.535,42500.0,0,acoustic-guitars,2014-05-06 19:30:54.189
76619,2014-01-30 06:01:55.154,283324,2014-03-30 01:52:34.613,8200.0,0,effects-and-pedals,2014-02-24 00:57:54.665
27948,2013-09-03 23:50:00.556,274743,2014-02-25 21:41:11.271,5100.0,0,effects-and-pedals,2014-02-25 20:14:59.574
156779,2014-05-08 20:42:35.983,404752,2014-12-23 21:28:30.793,2000.0,0,accessories,2014-04-15 01:21:01.368
24657,2013-07-17 22:20:04.139,293477,2014-04-30 04:25:41.160,13200.0,0,effects-and-pedals,2014-04-26 19:56:15.461
186301,2014-07-12 17:41:54.278,328900,2014-08-05 16:26:50.856,29900.0,0,bass-guitars,2014-05-22 22:09:11.203
115929,2014-03-22 01:02:31.430,297078,2014-05-09 00:15:13.036,16900.0,1,effects-and-pedals,2014-03-17 19:35:18.644
25878,2013-08-07 20:59:06.172,343712,2014-09-07 18:49:11.683,45500.0,1,electric-guitars,2014-05-26 15:22:29.121
191324,2014-07-22 19:19:46.673,334766,2014-08-18 21:25:53.654,184500.0,1,bass-guitars,2014-03-11 04:09:52.652
155515,2014-05-07 19:42:36.035,296591,2014-05-07 19:44:57.928,16000.0,0,effects-and-pedals,2014-03-19 23:31:55.136
242190,2014-11-08 05:47:50.175,374643,2014-11-08 05:51:13.148,14590.0,1,parts,2014-03-06 08:55:44.335
148738,2014-04-28 22:19:25.640,303987,2014-05-28 00:13:17.444,21000.0,0,effects-and-pedals,2014-05-26 04:11:56.605
156172,2014-05-08 05:55:52.505,296792,2014-05-08 06:09:14.555,27500.0,1,keyboards-and-synths,2014-02-22 15:53:08.245
86952,2014-02-11 22:20:33.613,1316953,2016-08-24 23:36:34.144,8499.0,1,accessories,2014-06-12 17:42:26.426
50999,2013-12-10 17:11:40.820,285948,2014-04-06 22:31:07.660,10000.0,0,parts,2014-04-06 21:40:18.935
69345,2014-01-17 15:51:18.261,311806,2014-06-19 15:47:00.252,12500.0,0,effects-and-pedals,2014-06-18 01:02:07.614
169758,2014-06-16 01:08:52.388,320112,2014-07-13 22:00:09.842,104999.0,0,electric-guitars,2014-06-29 23:49:10.910
24657,2013-07-17 22:20:04.139,307780,2014-06-08 20:31:21.102,4500.0,0,effects-and-pedals,2014-06-02 00:54:35.713
96736,2014-02-25 22:10:46.600,317773,2014-07-05 22:55:17.014,8000.0,0,drums-and-percussion,2014-06-07 21:52:46.929
188887,2014-07-17 17:21:06.415,321312,2014-07-17 17:54:37.146,146500.0,0,amps,2014-06-28 23:02:08.775
188887,2014-07-17 17:21:06.415,1018606,2016-04-08 19:27:21.141,6095.0,1,accessories,2014-06-13 23:45:26.090
209338,2014-08-23 02:49:35.434,336677,2014-08-23 03:23:46.254,40000.0,0,electric-guitars,2014-07-06 12:14:03.117
203480,2014-08-09 21:03:38.675,330635,2014-08-09 21:04:27.649,32900.0,0,bass-guitars,2014-07-29 22:07:00.072
102466,2014-03-05 21:04:55.563,342098,2014-09-04 04:17:03.820,12800.0,0,effects-and-pedals,2014-09-03 01:15:52.469
50999,2013-12-10 17:11:40.820,357301,2014-10-05 16:45:37.139,600.0,1,parts,2014-08-18 17:58:54.621
563308,2015-12-15 15:31:25.701,796466,2015-12-15 15:32:51.203,3890.0,0,folk-instruments,2014-08-20 20:05:24.040
15573,2013-03-14 21:30:06.311,330520,2014-08-09 17:11:56.041,3000.0,0,effects-and-pedals,2014-07-28 19:17:36.487
142299,2014-04-18 16:35:42.431,415598,2015-01-09 12:30:33.659,2600.0,1,accessories,2014-07-11 22:56:36.205
72107,2014-01-23 05:59:55.529,969936,2016-03-15 20:16:09.025,4095.0,1,accessories,2014-07-28 18:01:00.197
158106,2014-05-10 17:50:02.035,324151,2014-07-25 23:14:12.969,7000.0,0,pro-audio,2014-06-12 03:05:31.089
