user_id,product_id,published_at,price_cents,brand_new,has_inventory,product_type,first_ordered_at,n_orders
31050,120578,2014-04-24 23:58:18.789,32500,0,0,amps,2014-07-14 17:16:30.178,1
50999,57250,2014-01-13 22:44:31.769,15000,0,0,electric-guitars,2014-05-24 02:01:31.788,1
22260,63728,2014-01-28 17:17:52.098,8900,0,0,effects-and-pedals,2014-02-11 14:55:35.726,1
50999,81449,2014-03-03 15:19:23.662,8000,0,0,pro-audio,2014-03-06 00:55:52.840,1
22260,197255,2014-07-08 17:27:35.131,13900,0,0,effects-and-pedals,2014-10-11 18:01:08.207,1
100678,167319,2014-06-13 05:50:56.916,15000,0,0,effects-and-pedals,2014-06-18 02:40:35.657,1
50999,151856,2014-05-28 22:13:54.822,12000,0,0,band-and-orchestra,2014-11-17 12:14:01.434,1
100442,121619,2014-04-26 18:51:59.068,4800,0,0,effects-and-pedals,2014-06-10 03:48:36.343,1
110699,89138,2014-03-17 23:00:23.009,30000,0,0,acoustic-guitars,2014-04-07 00:01:37.610,1
50999,90144,2014-03-19 17:11:08.372,6500,0,0,effects-and-pedals,2014-03-29 01:22:28.358,1
30804,68328,2014-02-07 13:13:52.726,2995,1,1,accessories,2015-09-13 14:06:02.127,1
98232,84580,2014-03-09 20:13:33.649,11400,0,0,effects-and-pedals,2014-03-15 03:56:47.992,1
30249,175285,2014-06-18 15:35:50.226,25000,0,0,acoustic-guitars,2015-02-06 00:02:44.828,1
134147,106278,2014-04-08 01:54:04.262,61000,0,0,amps,2014-05-28 04:39:55.337,1
98427,110786,2014-04-13 00:41:40.364,10000,0,0,pro-audio,2014-04-13 02:01:48.680,1
50999,201698,2014-07-14 01:17:57.339,3500,1,0,drums-and-percussion,2014-07-26 01:58:48.078,1
50999,196634,2014-07-07 17:49:45.842,7500,1,0,accessories,2014-12-14 10:08:17.227,1
198948,242312,2014-08-15 19:43:24.226,10000,0,0,effects-and-pedals,2014-08-18 00:49:04.539,1
32581,155861,2014-06-02 20:09:50.471,2900,0,0,effects-and-pedals,2014-09-03 02:40:24.621,1
101724,195522,2014-07-05 02:14:05.967,80000,0,0,electric-guitars,2014-07-12 05:25:33.210,1
59153,121962,2014-04-27 16:00:59.910,13000,1,1,effects-and-pedals,2014-04-28 07:58:05.869,1
50999,196931,2014-07-08 00:48:02.905,10000,1,0,accessories,2014-07-23 09:09:56.324,1
95076,312344,2014-10-15 14:03:55.105,4800,0,0,effects-and-pedals,2014-10-31 05:28:17.131,1
49992,198690,2014-07-09 23:51:07.257,52500,0,0,electric-guitars,2014-07-10 04:16:04.487,1
24888,201236,2014-07-13 01:39:11.845,8500,0,0,effects-and-pedals,2014-07-15 19:06:46.504,1
165859,186298,2014-06-29 05:50:52.643,12000,0,0,effects-and-pedals,2015-03-13 07:33:00.023,1
31846,211840,2014-07-23 15:47:50.639,39500,0,0,acoustic-guitars,2014-09-04 22:17:25.306,1
31846,211496,2014-07-23 00:10:45.306,60000,0,0,acoustic-guitars,2015-03-28 06:50:25.650,1
22658,273421,2014-09-10 17:46:26.798,3500,0,0,effects-and-pedals,2014-10-20 09:35:25.402,1
50999,197347,2014-07-08 18:41:18.520,2500,0,0,other,2014-07-17 11:32:14.669,1
22260,215552,2014-07-27 19:17:30.375,7800,0,0,effects-and-pedals,2014-08-28 15:12:54.176,1
61600,216649,2014-07-28 18:51:38.472,70000,1,0,electric-guitars,2014-08-19 18:28:47.071,1
162054,210923,2014-07-22 17:08:45.569,14500,0,0,effects-and-pedals,2014-08-17 17:47:55.135,1
142218,244432,2014-08-18 18:03:05.512,11000,0,0,effects-and-pedals,2014-08-23 00:07:38.037,1
22658,242853,2014-08-16 17:48:59.735,4000,0,0,effects-and-pedals,2014-08-29 16:24:32.595,1
165019,192695,2014-07-01 00:18:17.573,6000,0,0,pro-audio,2014-09-03 02:17:39.806,1
24888,202706,2014-07-14 22:57:33.641,8500,0,0,effects-and-pedals,2014-07-16 01:45:00.996,1
206126,344024,2014-11-11 05:24:42.507,66000,0,0,electric-guitars,2015-03-03 20:35:58.918,1
88760,304080,2014-10-08 14:56:23.932,13500,0,0,effects-and-pedals,2014-10-08 16:08:18.365,1
64442,324297,2014-10-26 19:28:38.134,9900,0,0,bass-guitars,2015-01-03 01:13:49.836,1
62029,281491,2014-09-17 17:33:45.426,18000,0,0,effects-and-pedals,2014-09-19 03:20:52.516,1
22658,292732,2014-09-28 16:40:05.677,10900,1,0,electric-guitars,2014-10-02 10:45:20.204,1
224587,296104,2014-09-30 04:52:32.078,29900,0,0,electric-guitars,2015-05-20 04:41:43.294,1
82676,280587,2014-09-16 18:17:58.033,20000,0,0,acoustic-guitars,2014-12-20 00:15:17.821,1
221479,300329,2014-10-04 17:49:57.196,210000,0,0,electric-guitars,2014-10-19 01:05:04.698,1
101816,281382,2014-09-17 15:55:39.510,8500,0,0,effects-and-pedals,2014-10-09 22:42:08.680,1
248862,359499,2014-11-19 20:18:26.897,20000,0,0,effects-and-pedals,2014-11-21 23:31:20.964,1
16688,322458,2014-10-24 13:36:48.667,2500,0,0,effects-and-pedals,2014-10-24 17:28:21.888,1
32901,356524,2014-11-18 03:49:54.551,27000,0,0,effects-and-pedals,2014-11-19 06:04:11.223,1
238246,405821,2014-12-12 03:10:36.469,49400,0,0,electric-guitars,2014-12-16 14:17:15.030,1
229029,392112,2014-12-04 05:59:34.407,42000,0,0,electric-guitars,2014-12-15 14:12:19.698,1
31050,233335,2014-08-07 21:27:49.259,35000,0,0,electric-guitars,2014-08-17 15:42:29.568,1
166172,229043,2014-08-04 03:14:26.969,124900,0,0,amps,2014-08-05 04:59:36.652,1
49992,196323,2014-07-06 23:33:16.349,54400,1,1,electric-guitars,2014-07-19 11:17:30.813,1
273587,457660,2015-01-25 20:15:35.857,250000,0,0,electric-guitars,2015-02-05 17:12:15.241,1
30804,385323,2014-11-29 21:30:42.133,24900,0,0,electric-guitars,2014-12-08 11:14:39.241,1
107985,452235,2015-01-21 10:44:50.362,1500,1,0,electric-guitars,2015-02-02 21:30:51.336,1
22372,496947,2015-02-18 21:33:27.056,64500,0,0,amps,2015-02-21 22:14:37.004,1
58835,428382,2015-01-02 05:12:12.889,11000,0,0,effects-and-pedals,2015-01-02 15:15:49.401,1
110199,237433,2014-08-13 01:09:28.357,13520,0,0,effects-and-pedals,2014-11-29 06:00:00.540,1
29648,182424,2014-06-24 04:27:23.135,50000,0,0,electric-guitars,2014-07-02 17:52:27.098,1
220448,406283,2014-12-12 19:26:38.867,10000,0,0,pro-audio,2015-05-03 06:12:21.610,1
50999,403307,2014-12-10 00:28:13.192,5000,1,0,accessories,2014-12-12 01:33:03.186,1
110199,237566,2014-08-13 04:31:07.658,13425,0,0,effects-and-pedals,2014-08-13 17:40:59.433,1
191369,240265,2014-08-13 20:42:13.748,7500,0,0,effects-and-pedals,2014-08-26 19:53:25.592,1
281263,438745,2015-01-10 11:53:10.529,6000,0,0,effects-and-pedals,2015-02-05 08:00:25.722,1
289937,463529,2015-01-29 02:06:52.421,22000,0,0,pro-audio,2015-02-02 23:46:24.855,1
93506,469663,2015-02-02 20:38:11.899,4500,0,0,effects-and-pedals,2015-02-15 22:24:15.245,1
104521,397630,2014-12-06 17:49:14.560,3000,1,0,accessories,2014-12-08 03:41:13.410,1
38311,425440,2014-12-31 20:29:36.011,7000,0,0,effects-and-pedals,2015-01-01 03:54:57.061,1
31050,424757,2015-01-02 20:15:02.902,10000,0,0,effects-and-pedals,2015-06-08 17:36:52.368,1
49992,196331,2014-07-06 23:55:46.551,97900,0,0,electric-guitars,2014-07-10 18:36:21.443,1
163194,460427,2015-02-18 20:46:03.773,16999,0,0,effects-and-pedals,2016-05-08 22:30:39.437,1
29700,201679,2014-07-14 00:41:58.460,420000,0,0,electric-guitars,2014-08-24 18:37:59.988,1
163194,459821,2015-02-10 17:21:10.386,129999,0,0,electric-guitars,2015-02-14 16:25:53.772,1
191369,252785,2014-08-25 04:23:52.731,110000,0,0,electric-guitars,2014-08-31 19:48:08.944,1
21,1470,2012-12-30 04:33:16.031,4000,0,0,parts,2013-01-06 14:48:08.761,1
24570,33252,2013-10-29 07:56:17.342,84500,0,0,bass-guitars,2014-05-22 20:09:46.623,1
29152,26034,2013-09-18 03:33:28.490,22500,1,1,electric-guitars,2015-07-29 19:12:14.570,1
24570,33253,2013-10-29 08:27:58.080,84900,0,0,bass-guitars,2016-04-26 19:33:30.888,1
24570,24667,2013-09-08 22:12:43.571,1399000,0,0,amps,2015-03-12 16:29:28.307,1
22260,31082,2013-10-19 03:19:26.601,21995,0,0,effects-and-pedals,2013-12-03 21:12:16.448,1
68749,62237,2014-01-24 09:26:56.287,28000,0,0,effects-and-pedals,2014-01-25 01:55:09.326,1
24888,19129,2013-07-24 20:59:39.854,10000,0,0,effects-and-pedals,2013-07-25 14:54:23.034,1
50999,55069,2014-01-07 22:53:41.156,6000,0,0,pro-audio,2014-01-09 18:46:45.014,1
22562,28457,2013-10-03 20:49:13.890,37500,0,0,electric-guitars,2013-10-09 20:19:25.399,1
31050,61299,2014-01-21 20:01:41.295,15000,0,0,amps,2014-02-12 20:35:26.998,1
69511,59883,2014-01-17 22:29:32.827,35000,0,0,electric-guitars,2014-02-07 17:02:43.031,1
50999,56757,2014-01-12 17:05:48.428,25000,0,0,electric-guitars,2014-01-12 22:43:58.540,1
50999,54970,2014-01-07 20:11:01.357,3000,0,0,drums-and-percussion,2014-03-17 21:48:06.516,1
82676,72564,2014-02-12 23:15:35.474,10000,0,0,effects-and-pedals,2014-02-12 23:50:18.624,1
22372,82891,2014-03-06 16:14:06.417,14900,0,0,amps,2014-03-09 22:31:24.402,1
31508,71407,2014-02-11 23:52:04.097,3000,0,0,pro-audio,2014-02-13 19:12:14.867,1
50999,56794,2014-01-12 19:01:36.343,3000,0,0,parts,2014-07-02 12:01:39.123,1
22260,61941,2014-01-23 15:03:57.602,154900,1,0,amps,2014-02-22 20:38:22.006,1
24570,70512,2014-02-10 03:04:28.916,299500,0,0,electric-guitars,2014-04-22 17:22:28.382,1
22372,82894,2014-03-06 16:19:15.155,59900,0,0,amps,2014-06-15 20:32:14.654,1
30804,65280,2014-01-31 14:49:56.047,4497,1,1,drums-and-percussion,2015-01-02 00:45:21.163,1
22372,90756,2014-03-20 14:41:35.589,8900,0,0,pro-audio,2014-08-13 17:05:41.206,1
38104,118986,2014-04-23 05:14:35.805,50000,0,0,amps,2014-04-26 13:36:27.806,1
90128,99802,2014-03-29 22:43:52.720,9000,0,0,effects-and-pedals,2014-04-14 19:47:08.420,1
50999,104802,2014-04-06 21:33:51.954,500,0,0,parts,2015-12-16 08:52:40.825,1
93506,124762,2014-04-29 20:31:57.304,26000,0,0,effects-and-pedals,2014-05-28 01:47:30.408,1
22260,59032,2014-01-16 05:58:17.577,10500,0,0,effects-and-pedals,2014-03-27 21:51:53.978,1
22260,125283,2014-04-30 18:31:45.223,8500,0,0,effects-and-pedals,2014-05-15 19:41:39.178,1
113725,112647,2014-04-15 01:39:20.200,7000,0,0,effects-and-pedals,2015-02-23 14:43:07.966,1
22260,66893,2014-02-04 03:22:35.566,10500,0,0,effects-and-pedals,2014-04-02 01:08:13.148,1
164185,150707,2014-05-27 16:29:37.813,5000,0,0,effects-and-pedals,2014-05-27 22:03:18.998,1
29152,93367,2014-03-22 00:15:41.193,4500,0,0,effects-and-pedals,2014-09-29 02:38:49.448,1
50999,154548,2014-05-31 23:58:04.060,1000,0,0,accessories,2014-11-17 15:33:32.100,1
50999,93085,2014-03-21 17:32:44.029,70000,0,0,acoustic-guitars,2014-04-11 05:51:58.952,1
31050,161775,2014-06-06 19:54:12.180,180000,0,0,electric-guitars,2014-07-01 00:31:43.626,1
49992,170365,2014-06-14 03:50:38.650,54900,1,1,electric-guitars,2014-06-28 01:38:09.168,1
64442,173151,2014-06-17 06:30:15.642,9000,0,0,effects-and-pedals,2014-06-28 04:31:26.457,1
22993,184511,2014-06-26 18:26:48.157,16000,0,0,effects-and-pedals,2014-07-12 18:00:04.825,1
29152,192803,2014-07-01 03:29:27.031,20000,0,0,pro-audio,2014-07-04 10:45:14.539,1
59153,228862,2014-08-03 22:53:38.545,4000,0,0,effects-and-pedals,2014-08-03 22:59:09.779,1
50999,204828,2014-07-15 23:02:37.281,1000,1,0,accessories,2014-09-05 11:20:25.154,1
50999,199589,2014-07-10 23:19:23.983,5000,1,0,accessories,2014-11-21 04:57:50.200,1
42022,195333,2014-07-04 18:36:33.852,15000,0,0,amps,2014-07-05 01:27:06.261,1
24570,207873,2014-07-18 23:24:41.799,109000,0,0,bass-guitars,2016-04-25 00:46:52.101,1
99924,138036,2014-05-13 19:53:08.766,7000,0,0,effects-and-pedals,2014-05-29 13:03:52.994,1
216184,276406,2014-09-12 18:09:27.735,10500,0,0,effects-and-pedals,2016-07-28 19:09:34.868,1
110699,193410,2014-07-01 23:09:42.716,57500,1,0,electric-guitars,2014-07-09 20:00:19.837,1
110199,205275,2014-07-16 17:24:07.600,7900,1,1,effects-and-pedals,2014-10-31 06:13:21.335,3
110199,208981,2014-07-21 02:04:31.308,12675,0,0,effects-and-pedals,2014-07-29 00:57:14.662,1
89883,149661,2014-05-25 02:41:57.997,53500,0,0,electric-guitars,2014-07-03 01:02:54.883,1
31050,339650,2014-11-06 22:45:50.497,7000,0,0,effects-and-pedals,2014-11-08 00:24:19.044,1
107872,361186,2014-11-20 19:26:18.586,100000,0,0,amps,2015-10-27 07:09:42.981,1
29137,263943,2014-08-31 18:24:46.009,20000,0,0,amps,2014-09-09 20:54:28.048,1
173240,287066,2014-09-23 01:15:47.534,6500,0,0,effects-and-pedals,2014-10-02 14:16:19.370,1
110199,327359,2014-10-28 22:10:11.454,10900,0,0,effects-and-pedals,2014-10-29 00:31:45.424,1
22260,342294,2014-11-09 19:59:15.839,16500,0,0,effects-and-pedals,2014-11-10 13:05:33.375,1
250058,358766,2014-11-19 19:21:48.822,97500,0,0,acoustic-guitars,2014-11-24 03:33:23.445,1
108793,342087,2014-11-09 14:05:57.971,150000,0,0,electric-guitars,2015-02-06 08:57:47.675,1
61019,344195,2014-11-11 15:56:53.129,105000,0,0,electric-guitars,2014-11-21 15:01:59.977,1
32581,155779,2014-06-02 18:36:18.500,7500,0,0,effects-and-pedals,2014-06-02 21:06:21.435,1
252067,360584,2014-11-26 15:31:06.845,39900,0,0,acoustic-guitars,2014-12-08 22:18:52.893,1
148564,432339,2015-01-05 22:40:36.561,36000,0,0,effects-and-pedals,2015-01-06 01:10:11.962,1
206126,330664,2014-10-30 03:38:56.759,16000,0,0,effects-and-pedals,2014-10-30 12:30:37.099,1
32901,337111,2014-11-05 01:04:40.046,12000,0,0,effects-and-pedals,2014-11-07 19:34:27.538,1
221479,353400,2014-11-14 21:28:14.582,200000,0,0,amps,2014-11-15 19:28:25.151,1
108793,243430,2014-08-17 14:29:05.160,26000,0,0,effects-and-pedals,2014-08-17 23:55:09.561,1
50999,234914,2014-08-09 23:47:55.814,1000,0,0,drums-and-percussion,2014-11-13 19:16:43.218,1
196373,234101,2014-08-08 20:54:40.045,7000,0,0,accessories,2014-08-09 05:48:08.261,1
89614,231840,2014-08-06 19:25:01.044,21999,0,0,effects-and-pedals,2014-08-11 14:47:27.151,1
50999,228913,2014-08-04 00:04:44.801,5000,0,0,electric-guitars,2014-08-05 17:51:58.248,1
301354,494074,2015-02-17 01:09:46.513,40000,0,0,electric-guitars,2015-03-15 18:09:57.647,1
50999,233874,2014-08-08 17:29:37.894,3500,0,0,drums-and-percussion,2015-09-07 05:52:23.987,1
190609,236416,2014-08-12 05:39:10.909,7000,0,0,parts,2014-08-15 16:08:45.997,1
22372,155100,2014-06-02 13:42:08.164,39900,0,0,amps,2014-09-02 13:44:43.169,1
224587,487217,2015-02-12 03:55:14.685,29900,0,0,electric-guitars,2015-09-01 02:01:27.082,1
273587,415439,2014-12-30 08:35:19.349,170000,0,0,bass-guitars,2015-01-21 22:44:14.804,1
166172,243993,2014-08-18 11:41:10.642,3000,0,0,parts,2014-10-17 23:23:58.796,1
22372,384446,2014-11-28 22:05:56.355,84500,0,0,effects-and-pedals,2015-01-06 15:17:44.279,1
236047,501576,2015-02-21 04:28:03.623,41500,0,0,effects-and-pedals,2015-02-22 17:07:44.230,1
289937,483642,2015-02-10 01:02:48.707,28000,0,0,electric-guitars,2015-02-10 01:43:54.566,1
224062,471786,2015-02-04 01:42:38.359,20000,0,0,effects-and-pedals,2015-02-04 01:57:22.507,1
107985,544573,2015-03-13 09:32:07.934,2000,0,0,accessories,2015-03-14 14:01:06.870,1
235841,453399,2015-01-22 04:14:23.064,17500,0,0,effects-and-pedals,2015-01-22 05:00:01.425,1
168204,268404,2014-09-05 15:26:15.933,4999,0,0,effects-and-pedals,2014-10-08 15:19:48.342,1
107985,515751,2015-02-26 10:47:02.265,3000,1,0,parts,2015-03-08 01:16:29.489,1
43852,574531,2015-03-29 03:21:32.200,42500,0,0,effects-and-pedals,2015-03-31 19:06:54.765,1
301121,562541,2015-03-23 20:47:02.195,32500,0,0,amps,2015-03-27 10:30:30.564,1
100678,515887,2015-02-26 15:11:37.709,16500,0,0,effects-and-pedals,2015-03-05 19:32:50.630,1
44208,530915,2015-03-06 15:08:53.713,121500,0,0,electric-guitars,2015-03-17 23:38:08.070,1
50999,263855,2014-08-31 16:42:40.613,2000,0,0,effects-and-pedals,2015-05-01 10:47:46.207,1
156886,269874,2014-09-07 06:43:13.776,8000,0,0,effects-and-pedals,2014-09-11 14:09:44.725,1
50999,186132,2014-06-28 21:57:58.359,1800,0,0,drums-and-percussion,2014-12-19 23:12:43.157,1
77948,186794,2014-06-30 11:42:14.365,4299,0,0,effects-and-pedals,2014-07-10 03:24:26.506,1
186976,537485,2015-03-09 03:36:06.085,22500,0,0,effects-and-pedals,2015-03-18 17:14:20.281,1
43852,572503,2015-03-27 19:42:27.568,15500,0,0,effects-and-pedals,2015-03-27 20:37:02.850,1
72107,647373,2015-04-22 13:25:40.683,23500,0,0,effects-and-pedals,2015-04-22 15:06:47.404,1
289937,580363,2015-03-31 22:31:02.476,4000,0,0,pro-audio,2015-05-13 16:59:11.943,1
315527,537396,2015-03-09 01:46:18.001,47500,0,0,electric-guitars,2015-03-26 19:51:57.176,1
201890,522299,2015-03-01 22:37:32.961,21000,0,0,parts,2015-03-08 06:09:21.222,1
163194,525702,2015-03-03 22:40:42.472,149999,0,0,electric-guitars,2015-03-22 14:18:05.507,1
104521,270096,2014-09-07 19:06:19.132,10000,0,0,effects-and-pedals,2014-09-15 00:11:28.702,1
43852,574793,2015-03-29 15:19:43.443,20999,0,0,effects-and-pedals,2015-03-31 02:28:08.486,1
52988,573212,2015-03-28 04:49:48.559,9900,0,0,effects-and-pedals,2015-04-16 01:29:40.443,1
209441,554310,2015-03-18 21:47:27.135,24000,0,0,effects-and-pedals,2015-05-11 05:08:04.418,1
72107,561291,2015-03-23 02:30:24.435,8500,0,0,effects-and-pedals,2015-03-27 23:00:44.627,1
248862,546608,2015-03-14 06:04:59.360,1500,0,0,parts,2015-03-15 14:02:24.700,1
166172,261455,2014-08-29 03:20:12.782,21900,0,0,parts,2014-08-31 16:37:45.126,1
22993,230776,2014-08-05 20:08:11.282,38900,0,0,effects-and-pedals,2014-08-16 03:12:55.176,1
110699,195394,2014-07-04 20:18:41.285,190000,0,0,electric-guitars,2014-07-04 20:41:29.736,1
95086,492673,2015-02-16 00:57:58.096,7500,0,0,effects-and-pedals,2015-02-16 14:48:50.153,1
50999,266688,2014-09-03 18:45:55.630,42500,0,0,acoustic-guitars,2015-11-19 04:48:03.905,1
101724,496143,2015-02-18 15:26:59.226,7000,0,0,effects-and-pedals,2015-02-21 04:07:07.737,1
76619,471398,2015-02-03 21:24:05.237,11000,0,0,effects-and-pedals,2015-02-05 17:13:41.086,1
53930,568760,2015-03-26 02:39:53.353,12000,0,0,effects-and-pedals,2015-03-27 00:43:08.299,1
50999,272050,2014-09-09 01:19:16.029,78000,0,0,electric-guitars,2016-05-03 21:14:12.113,1
22260,272007,2014-09-09 00:26:43.103,29900,1,1,effects-and-pedals,2014-12-04 15:12:30.128,2
218972,535158,2015-03-07 17:08:43.803,24900,0,0,amps,2015-03-15 02:42:43.938,1
107985,215847,2014-07-28 04:48:33.274,2000,0,0,effects-and-pedals,2014-08-18 01:27:12.439,1
238246,522477,2015-03-02 01:00:19.367,2900,0,0,accessories,2015-03-31 04:48:38.993,1
203717,241742,2014-08-15 00:42:19.766,12500,0,0,effects-and-pedals,2014-09-11 19:33:53.748,1
176546,244721,2014-08-18 20:13:51.545,6000,0,0,effects-and-pedals,2014-08-20 23:27:39.257,1
148141,653919,2015-04-24 21:51:24.104,31900,0,0,electric-guitars,2015-04-25 04:51:53.525,1
322547,528348,2015-03-05 14:36:07.082,17900,0,0,effects-and-pedals,2015-03-06 14:29:39.590,1
163194,524171,2015-03-03 02:57:32.444,19999,0,0,effects-and-pedals,2015-03-03 17:04:13.576,1
248862,555290,2015-03-19 16:29:46.061,5000,0,0,effects-and-pedals,2015-04-02 23:08:27.818,2
342932,652209,2015-04-24 00:38:28.482,14000,0,0,effects-and-pedals,2015-04-24 22:54:29.183,1
59153,669643,2015-05-02 17:02:47.909,12000,0,0,effects-and-pedals,2015-05-03 01:09:26.990,1
329477,563588,2015-03-24 11:25:58.597,67500,0,0,electric-guitars,2015-04-24 12:03:36.548,1
289937,580298,2015-03-31 22:23:46.261,5000,0,0,pro-audio,2015-04-01 18:32:23.996,1
163194,613151,2015-04-10 19:14:33.364,12999,0,0,accessories,2015-04-20 17:27:33.754,1
221479,290175,2014-09-25 19:33:49.368,2150000,0,0,electric-guitars,2015-01-19 06:44:48.397,1
93506,637656,2015-04-19 21:27:55.266,7000,0,0,effects-and-pedals,2015-06-18 23:18:49.064,1
163194,599148,2015-04-03 19:44:10.456,35999,0,0,pro-audio,2015-05-27 20:55:39.790,1
22993,226171,2014-07-31 21:50:27.290,20900,0,0,effects-and-pedals,2014-08-03 00:55:44.865,1
110199,237419,2014-08-13 00:56:04.071,14925,0,0,effects-and-pedals,2014-11-25 19:54:35.582,1
50999,301561,2014-10-06 14:29:50.357,25000,0,0,pro-audio,2014-10-28 06:18:22.079,1
54800,700206,2015-05-13 17:21:48.070,12500,0,0,acoustic-guitars,2015-05-17 19:04:58.664,1
198948,656903,2015-04-26 21:00:42.910,4400,0,0,parts,2015-05-15 05:50:21.911,1
43852,324220,2014-10-26 17:54:24.035,17000,0,0,effects-and-pedals,2014-11-03 05:38:26.863,1
50999,675713,2015-05-04 23:35:14.872,5000,0,0,accessories,2015-05-06 08:57:16.859,1
50999,662488,2015-04-29 17:20:20.740,12500,0,0,acoustic-guitars,2015-05-10 19:59:13.674,1
45893,337143,2014-11-05 01:45:37.490,5500,0,0,effects-and-pedals,2014-11-12 03:51:39.823,1
198948,717859,2015-05-17 03:38:09.503,150000,0,0,amps,2015-07-07 02:14:31.564,1
140267,219403,2014-07-31 01:03:19.222,5500,0,0,effects-and-pedals,2014-08-07 04:38:29.242,1
225470,296784,2014-09-30 21:24:04.857,45000,0,0,effects-and-pedals,2015-01-21 17:11:08.822,1
163194,678828,2015-05-05 21:20:43.569,69999,0,0,electric-guitars,2015-07-16 22:03:12.241,1
107872,286332,2014-09-22 17:11:57.890,9000,0,0,pro-audio,2014-09-23 03:38:03.874,1
69511,320074,2014-10-22 17:09:04.899,17500,0,0,pro-audio,2014-11-13 17:27:06.408,1
232588,692048,2015-05-09 17:11:04.788,5400,0,0,effects-and-pedals,2015-05-09 20:28:13.377,1
50999,677188,2015-05-05 18:13:45.335,8000,0,0,effects-and-pedals,2015-08-15 12:26:42.139,1
215301,716818,2015-05-16 15:10:21.154,32000,0,0,effects-and-pedals,2015-05-17 04:51:07.692,1
59153,263185,2014-08-30 16:31:41.337,5000,0,0,effects-and-pedals,2014-08-31 00:59:19.717,1
81147,729090,2015-05-19 01:00:32.739,60000,0,0,electric-guitars,2015-05-21 20:23:32.564,1
110199,289086,2014-09-24 20:54:27.340,11900,1,0,effects-and-pedals,2014-09-26 17:40:03.003,1
68749,762145,2015-05-30 18:14:27.927,8000,0,0,parts,2015-06-04 22:03:56.451,1
363955,683564,2015-05-06 19:06:30.554,12500,0,0,pro-audio,2015-05-20 22:18:17.107,1
163194,731313,2015-05-19 20:55:47.946,105999,0,0,electric-guitars,2015-09-05 22:02:31.287,1
206599,749405,2015-05-27 01:06:46.451,10000,0,0,amps,2015-06-04 16:39:31.868,1
43852,344953,2014-11-11 21:47:01.516,14000,0,0,effects-and-pedals,2014-11-14 23:15:15.284,1
284354,718329,2015-05-17 17:38:21.394,7500,0,0,effects-and-pedals,2015-05-18 03:45:52.045,1
289937,803054,2015-06-12 20:47:15.560,25000,0,0,amps,2015-07-28 09:23:29.912,1
163194,816723,2015-06-18 21:02:38.654,69999,0,0,bass-guitars,2015-06-19 18:43:41.044,1
148141,830611,2015-06-25 22:06:36.745,6699,1,1,effects-and-pedals,2015-07-02 16:22:14.760,2
